;product;area;room;bath;garage;adress;price
27;Apartamento com Quarto para Aluguel, 25m²;65;1 Quarto;1 Banheiro;-- Vaga;Carvoeira, Florianópolis - SC;R$ 1.400 /mês
28;Sala/Conjunto para Aluguel, 462m²;78 m²;-- Quarto;4 Banheiros;10 Vagas;Rua Patrício Farias, 131 - Itacorubi, Florianópolis - SC;R$ 22.000 /mês
29;Sala/Conjunto para Aluguel, 95m²;78;-- Quarto;1 Banheiro;2 Vagas;Rodovia José Carlos Daux, 5025 - Saco Grande, Florianópolis - SC;R$ 2.400 /mês
30;Imóvel comercial para Aluguel, 73m²;49 m²;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 4.360 /mês
31;Sala/Conjunto para Aluguel, 260m²;49;-- Quarto;-- Banheiro;5 Vagas;Avenida Luiz Boiteux Piazza, 1302 - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 9.500 /mês
32;Casa com 4 Quartos para Aluguel, 10m²;65 m²;4 Quartos;3 Banheiros;2 Vagas;Rua dos Corais - Jurerê Internacional, Florianópolis - SC;R$ 1.150 /dia
33;Casa com 3 Quartos para Aluguel, 200m²;65;3 Quartos;2 Banheiros;3 Vagas;Campeche, Florianópolis - SC;R$ 4.500 /mês
34;Casa com 4 Quartos para Aluguel, 600m²;180 m²;4 Quartos;7 Banheiros;5 Vagas;Rua Almirante Barroso, 165 - Joao Paulo, Florianópolis - SC;R$ 15.000 /mês
35;Cobertura com 4 Quartos para Aluguel, 488m²;180;4 Quartos;7 Banheiros;3 Vagas;Avenida Jornalista Rubens de Arruda Ramos, 1052 - Beira Mar, Florianópolis - SC;R$ 14.900 /mês
0;Casa com 4 Quartos à Venda/Aluguel 330m²;330 m²;4 Quartos;5 Banheiros;2 Vagas;Rua dos Amborés - Jurerê Internacional, Florianópolis - SC;"R$ 2.500 /dia
R$ 2.500.000"
1;Sala/Conjunto para Aluguel, 20m²;330;-- Quarto;-- Banheiro;-- Vaga;Rua Doutor Heitor Blum, 310 - Estreito, Florianópolis - SC;R$ 780 /mês
2;Cobertura com 3 Quartos para Aluguel, 189m²;20 m²;3 Quartos;3 Banheiros;3 Vagas;Abraão, Florianópolis - SC;R$ 5.350 /mês
3;Apartamento com Quarto para Aluguel, 40m²;20;1 Quarto;1 Banheiro;1 Vaga;Ponta das Canas, Florianópolis - SC;R$ 250 /dia
4;Apartamento com 2 Quartos para Aluguel, 56m²;189 m²;2 Quartos;1 Banheiro;1 Vaga;Rio Tavares, Florianópolis - SC;R$ 3.700 /mês
5;Apartamento com Quarto para Aluguel, 45m²;189;1 Quarto;1 Banheiro;-- Vaga;Rua Padre Marcelino Champagnat, 223 - Jardim Atlântico, Florianópolis - SC;R$ 650 /mês
6;Apartamento com 2 Quartos para Aluguel, 100m²;40 m²;2 Quartos;1 Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 2.500 /mês
7;Ponto comercial/Loja/Box para Aluguel, 55m²;40;-- Quarto;1 Banheiro;2 Vagas;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 3.000 /mês
8;Imóvel comercial para Aluguel, 23m²;56 m²;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 800 /mês
9;Ponto comercial/Loja/Box para Venda/Aluguel 896m²;56;-- Quarto;-- Banheiro;11 Vagas;Rua Joaquim Carneiro - Capoeiras, Florianópolis - SC;"R$ 23.000 /mês
R$ 3.600.000"
10;Apartamento com 2 Quartos para Aluguel, 83m²;45 m²;2 Quartos;3 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 650 /dia
11;Apartamento com 2 Quartos para Aluguel, 68m²;45;2 Quartos;1 Banheiro;1 Vaga;Rua Madre Maria Vilac, 1601 - Canasvieiras, Florianópolis - SC;R$ 550 /dia
12;Ponto comercial/Loja/Box para Aluguel, 75m²;100 m²;-- Quarto;-- Banheiro;-- Vaga;Rua Esteves Júnior, 50 - Centro, Florianópolis - SC;R$ 1.950 /mês
13;Apartamento com 3 Quartos para Aluguel, 140m²;100;3 Quartos;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 3.080 /mês
14;Sala/Conjunto para Aluguel, 120m²;55 m²;-- Quarto;1 Banheiro;1 Vaga;Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC;R$ 4.200 /mês
15;Apartamento com 3 Quartos para Aluguel, 95m²;55;3 Quartos;2 Banheiros;1 Vaga;Rua Tijucas, 45 - Balneário, Florianópolis - SC;R$ 2.900 /mês
16;Ponto comercial/Loja/Box para Aluguel, 136m²;23 m²;-- Quarto;-- Banheiro;2 Vagas;Praça Quinze de Novembro, 346 - Centro, Florianópolis - SC;R$ 6.000 /mês
17;Ponto comercial/Loja/Box para Aluguel, 54m²;23;-- Quarto;1 Banheiro;-- Vaga;Campeche, Florianópolis - SC;R$ 5.500 /mês
18;Casa com 5 Quartos para Aluguel, 180m²;896 m²;5 Quartos;3 Banheiros;2 Vagas;Rua das Palombetas - Jurerê Internacional, Florianópolis - SC;R$ 1.000 /dia
19;Ponto comercial/Loja/Box para Aluguel, 86m²;896;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.800 /mês
20;Apartamento com 3 Quartos para Aluguel, 110m²;83 m²;3 Quartos;4 Banheiros;3 Vagas;Avenida das Raias - Jurerê Internacional, Florianópolis - SC;R$ 1.000 /dia
21;Casa com 3 Quartos para Aluguel, 140m²;83;3 Quartos;2 Banheiros;-- Vaga;Canto da Lagoa, Florianópolis - SC;R$ 3.200 /mês
22;Ponto comercial/Loja/Box para Aluguel, 430m²;68 m²;-- Quarto;-- Banheiro;-- Vaga;Saco Grande, Florianópolis - SC;R$ 35.000 /mês
23;Casa com 3 Quartos para Aluguel, 280m²;68;3 Quartos;4 Banheiros;2 Vagas;Santa Mônica, Florianópolis - SC;R$ 6.200 /mês
24;Casa com 4 Quartos para Aluguel, 182m²;75 m²;4 Quartos;3 Banheiros;3 Vagas;Estreito, Florianópolis - SC;R$ 2.800 /mês
25;Apartamento com 2 Quartos para Aluguel, 80m²;75;2 Quartos;2 Banheiros;1 Vaga;Rodovia Amaro Antônio Vieira, 2578 - Itacorubi, Florianópolis - SC;R$ 2.700 /mês
26;Kitnet/Conjugado com Quarto para Aluguel, 25m²;140 m²;1 Quarto;1 Banheiro;-- Vaga;Rua Professora Maria do Patrocínio Coelho, 483 - Pantanal, Florianópolis - SC;R$ 950 /mês
27;Prédio/Edifício inteiro com 3 Quartos para Aluguel, 764m²;140;3 Quartos;3 Banheiros;6 Vagas;Rodovia João Paulo, 2300 - Joao Paulo, Florianópolis - SC;R$ 40.000 /mês
28;Casa com 5 Quartos para Aluguel, 250m²;120 m²;5 Quartos;5 Banheiros;6 Vagas;Rua da Amizade - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.600 /dia
29;Apartamento com Quarto para Aluguel, 40m²;120;1 Quarto;1 Banheiro;1 Vaga;Estrada Vereador Onildo Lemos, 1241 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.050 /mês
30;Casa com 5 Quartos para Aluguel, 400m²;95 m²;5 Quartos;5 Banheiros;2 Vagas;Rua das Palombetas - Jurerê Internacional, Florianópolis - SC;R$ 1.800 /dia
31;Casa com 5 Quartos à Venda/Aluguel 1004m²;95;5 Quartos;8 Banheiros;16 Vagas;Estrada Haroldo Soares Glavan - Cacupé, Florianópolis - SC;"R$ 25.000 /mês
R$ 13.000.000"
32;Apartamento com 2 Quartos para Aluguel, 90m²;136 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Professor Heinz Braunsperger - Jurerê, Florianópolis - SC;R$ 3.400 /mês
33;Apartamento com 2 Quartos para Aluguel, 109m²;136;2 Quartos;3 Banheiros;1 Vaga;Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC;R$ 2.750 /mês
34;Casa com 3 Quartos para Aluguel, 200m²;54 m²;3 Quartos;3 Banheiros;2 Vagas;Rua Liberato Carioni - Lagoa da Conceição, Florianópolis - SC;R$ 3.500 /dia
35;Apartamento com 2 Quartos para Venda/Aluguel 81m²;54;2 Quartos;3 Banheiros;2 Vagas;Centro, Florianópolis - SC;"R$ 8.000 /mês
R$ 1.490.000"
0;Ponto comercial/Loja/Box para Aluguel, 56m²;56 m²;-- Quarto;1 Banheiro;1 Vaga;Avenida Hercílio Luz, 1395 - Centro, Florianópolis - SC;R$ 2.900 /mês
1;Casa com 4 Quartos para Aluguel, 909m²;56;4 Quartos;5 Banheiros;6 Vagas;Rua João Henrique Gonçalves - Lagoa da Conceição, Florianópolis - SC;R$ 8.000 /dia
2;Apartamento com 3 Quartos para Aluguel, 72m²;909 m²;3 Quartos;2 Banheiros;1 Vaga;Rua João Motta Espezim - Saco dos Limões, Florianópolis - SC;R$ 2.250 /mês
3;Ponto comercial/Loja/Box para Aluguel, 776m²;909;-- Quarto;1 Banheiro;4 Vagas;Centro, Florianópolis - SC;R$ 38.000 /mês
4;Imóvel comercial para Aluguel, 33m²;72 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Saldanha Marinho, 116 - Centro, Florianópolis - SC;R$ 450 /mês
5;Apartamento com 2 Quartos para Aluguel, 57m²;72;2 Quartos;1 Banheiro;1 Vaga;Rua Jornalista Haroldo Callado, 305 - Jurerê, Florianópolis - SC;R$ 400 /dia
6;Apartamento com 2 Quartos para Aluguel, 66m²;776 m²;2 Quartos;1 Banheiro;-- Vaga;Rua Álvaro de Carvalho - Centro, Florianópolis - SC;R$ 1.300 /mês
7;Apartamento com Quarto para Aluguel, 57m²;776;1 Quarto;1 Banheiro;1 Vaga;Canasvieiras, Florianópolis - SC;R$ 400 /dia
8;Apartamento com 4 Quartos para Aluguel, 144m²;33 m²;4 Quartos;1 Banheiro;3 Vagas;Rua Altamiro Guimarães - Centro, Florianópolis - SC;R$ 4.800 /mês
9;Imóvel comercial para Aluguel, 139m²;33;-- Quarto;3 Banheiros;400 Vagas;Santo Antônio de Lisboa, Florianópolis - SC;R$ 6.681 /mês
10;Sala/Conjunto para Aluguel, 45m²;57 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 1.200 /mês
11;Ponto comercial/Loja/Box para Aluguel, 24m²;57;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.195 /mês
12;Apartamento com 2 Quartos para Aluguel, 82m²;66 m²;2 Quartos;2 Banheiros;1 Vaga;Rodovia João Paulo - Joao Paulo, Florianópolis - SC;R$ 2.400 /mês
13;Casa com Quarto para Aluguel, 470m²;66;1 Quarto;4 Banheiros;-- Vaga;Santa Mônica, Florianópolis - SC;R$ 15.000 /mês
14;Imóvel comercial para Aluguel, 48m²;57 m²;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 980 /mês
15;Apartamento com 2 Quartos para Aluguel, 70m²;57;2 Quartos;2 Banheiros;1 Vaga;Avenida dos Dourados, 61 - Jurerê Internacional, Florianópolis - SC;R$ 400 /dia
16;Imóvel comercial para Aluguel, 3584m²;144 m²;-- Quarto;14 Banheiros;11 Vagas;Rua Fúlvio Aducci, 597 - Estreito, Florianópolis - SC;R$ 37.000 /mês
17;Imóvel comercial para Aluguel, 41m²;144;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
18;Apartamento com 4 Quartos para Aluguel, 150m²;139 m²;4 Quartos;4 Banheiros;2 Vagas;Ponta das Canas, Florianópolis - SC;R$ 1.900 /dia
19;Apartamento com 3 Quartos para Aluguel, 81m²;139;3 Quartos;2 Banheiros;1 Vaga;Rua Rafael Bandeira - Centro, Florianópolis - SC;R$ 2.850 /mês
20;Ponto comercial/Loja/Box para Aluguel, 275m²;45 m²;-- Quarto;1 Banheiro;3 Vagas;Centro, Florianópolis - SC;R$ 10.500 /mês
21;Casa com 6 Quartos à Venda/Aluguel 600m²;45;6 Quartos;7 Banheiros;3 Vagas;Avenida dos Salmões - Jurerê Internacional, Florianópolis - SC;"R$ 5.000 /dia
R$ 15.000.000"
22;Imóvel comercial para Venda/Aluguel 3400m²;24 m²;-- Quarto;-- Banheiro;10 Vagas;Rua Coronel Pedro Demoro, 1694 - Estreito, Florianópolis - SC;"R$ 60.000 /mês
R$ 12.000.000"
23;Apartamento com 3 Quartos para Aluguel, 142m²;24;3 Quartos;3 Banheiros;1 Vaga;Rua Alves de Brito, 77 - Centro, Florianópolis - SC;R$ 3.500 /mês
24;Ponto comercial/Loja/Box para Aluguel, 748m²;82 m²;-- Quarto;4 Banheiros;25 Vagas;Rua Luiz D'Acampora - Jardim Atlântico, Florianópolis - SC;R$ 23.000 /mês
25;Apartamento com 2 Quartos para Aluguel, 74m²;82;2 Quartos;2 Banheiros;1 Vaga;Rua Salvatina Feliciana dos Santos, 155 - Itacorubi, Florianópolis - SC;R$ 2.850 /mês
26;Apartamento com 3 Quartos para Aluguel, 122m²;470 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Jaú Guedes da Fonseca, 263 - Coqueiros, Florianópolis - SC;R$ 2.700 /mês
27;Sala/Conjunto para Aluguel, 43m²;470;-- Quarto;-- Banheiro;-- Vaga;Agronômica, Florianópolis - SC;R$ 1.100 /mês
28;Apartamento com 2 Quartos para Aluguel, 72m²;48 m²;2 Quartos;2 Banheiros;1 Vaga;Trindade, Florianópolis - SC;R$ 2.500 /mês
29;Apartamento com 2 Quartos para Aluguel, 81m²;48;2 Quartos;2 Banheiros;2 Vagas;Centro, Florianópolis - SC;R$ 6.500 /mês
30;Ponto comercial/Loja/Box para Aluguel, 50m²;70 m²;-- Quarto;1 Banheiro;1 Vaga;Joao Paulo, Florianópolis - SC;R$ 1.700 /mês
31;Apartamento com Quarto para Aluguel, 51m²;70;1 Quarto;1 Banheiro;1 Vaga;Rua Desembargador Pedro Silva - Coqueiros, Florianópolis - SC;R$ 1.300 /mês
32;Apartamento com 2 Quartos para Aluguel, 83m²;3584 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Francisco Goulart, 90 - Trindade, Florianópolis - SC;R$ 2.950 /mês
33;Apartamento com 4 Quartos para Aluguel, 126m²;3584;4 Quartos;4 Banheiros;2 Vagas;Parque São Jorge, Florianópolis - SC;R$ 4.100 /mês
34;Sala/Conjunto para Venda/Aluguel 45m²;41 m²;-- Quarto;1 Banheiro;-- Vaga;Avenida Santa Catarina, 1197 - Estreito, Florianópolis - SC;"R$ 2.200 /mês
R$ 450.000"
35;Apartamento com 4 Quartos para Aluguel, 157m²;41;4 Quartos;3 Banheiros;2 Vagas;Rua Rui Barbosa - Agronômica, Florianópolis - SC;R$ 5.900 /mês
0;Apartamento com 3 Quartos para Aluguel, 127m²;127 m²;3 Quartos;4 Banheiros;1 Vaga;Rua Bocaiúva - Centro, Florianópolis - SC;R$ 3.950 /mês
1;Apartamento com 2 Quartos para Aluguel, 108m²;127;2 Quartos;2 Banheiros;1 Vaga;Rua Professor Clementino de Brito, 405 - Capoeiras, Florianópolis - SC;R$ 2.300 /mês
2;Apartamento com 3 Quartos para Aluguel, 111m²;108 m²;3 Quartos;2 Banheiros;2 Vagas;Rua Presidente Coutinho - Centro, Florianópolis - SC;R$ 3.800 /mês
3;Apartamento com 3 Quartos para Aluguel, 120m²;108;3 Quartos;2 Banheiros;2 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 800 /dia
4;Ponto comercial/Loja/Box para Aluguel, 217m²;111 m²;-- Quarto;3 Banheiros;-- Vaga;Avenida Prefeito Osmar Cunha, 217 - Centro, Florianópolis - SC;R$ 30.000 /mês
5;Sala/Conjunto para Aluguel, 85m²;111;-- Quarto;2 Banheiros;-- Vaga;Praça Pereira Oliveira, 64 - Centro, Florianópolis - SC;R$ 1.900 /mês
6;Apartamento com Quarto para Aluguel, 50m²;120 m²;1 Quarto;1 Banheiro;1 Vaga;Servidão José Ventura - Trindade, Florianópolis - SC;R$ 1.280 /mês
7;Ponto comercial/Loja/Box para Aluguel, 58m²;120;-- Quarto;1 Banheiro;1 Vaga;Coqueiros, Florianópolis - SC;R$ 3.500 /mês
8;Sala/Conjunto para Aluguel, 464m²;217 m²;-- Quarto;2 Banheiros;-- Vaga;Rua Vidal Ramos, 26 - Centro, Florianópolis - SC;R$ 12.800 /mês
9;Imóvel comercial para Venda/Aluguel 3400m²;217;-- Quarto;-- Banheiro;10 Vagas;Rua Coronel Pedro Demoro, 1694 - Estreito, Florianópolis - SC;"R$ 60.000 /mês
R$ 12.000.000"
10;Sala/Conjunto para Aluguel, 22m²;85 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Presidente Coutinho - Centro, Florianópolis - SC;R$ 700 /mês
11;Imóvel comercial para Aluguel, 120m²;85;-- Quarto;2 Banheiros;-- Vaga;Praia Mole, Florianópolis - SC;R$ 13.000 /mês
12;Sala/Conjunto para Aluguel, 28m²;50 m²;-- Quarto;1 Banheiro;1 Vaga;Rua General Liberato Bittencourt - Balneário, Florianópolis - SC;R$ 1.400 /mês
13;Sala/Conjunto para Aluguel, 43m²;50;-- Quarto;1 Banheiro;-- Vaga;Rua Saldanha Marinho - Centro, Florianópolis - SC;R$ 900 /mês
14;Apartamento com 3 Quartos para Aluguel, 117m²;58 m²;3 Quartos;2 Banheiros;2 Vagas;Centro, Florianópolis - SC;R$ 3.200 /mês
15;Sala/Conjunto para Aluguel, 35m²;58;-- Quarto;1 Banheiro;1 Vaga;Rua Delminda Silveira - Agronômica, Florianópolis - SC;R$ 900 /mês
16;Sala/Conjunto para Aluguel, 73m²;464 m²;-- Quarto;1 Banheiro;-- Vaga;Avenida Prefeito Osmar Cunha, 15 - Centro, Florianópolis - SC;R$ 2.200 /mês
17;Apartamento com 2 Quartos para Aluguel, 93m²;464;2 Quartos;2 Banheiros;1 Vaga;Rua Abel Álvares Cabral Júnior - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 500 /dia
18;Casa com 5 Quartos para Aluguel, 400m²;3400 m²;5 Quartos;6 Banheiros;2 Vagas;Rua das Palombetas - Jurerê Internacional, Florianópolis - SC;R$ 2.500 /dia
19;Ponto comercial/Loja/Box para Aluguel, 82m²;3400;-- Quarto;1 Banheiro;3 Vagas;Rua Irmã Bonavita, 727 - Capoeiras, Florianópolis - SC;R$ 2.300 /mês
20;Cobertura com Quarto para Aluguel, 40m²;22 m²;1 Quarto;1 Banheiro;-- Vaga;Rua do Gramal - Campeche, Florianópolis - SC;R$ 1.550 /mês
21;Apartamento com 2 Quartos para Aluguel, 85m²;22;2 Quartos;2 Banheiros;1 Vaga;Canasvieiras, Florianópolis - SC;R$ 550 /dia
22;Apartamento com 4 Quartos para Aluguel, 130m²;120 m²;4 Quartos;5 Banheiros;2 Vagas;Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.500 /dia
23;Sala/Conjunto para Aluguel, 75m²;120;-- Quarto;-- Banheiro;2 Vagas;Trindade, Florianópolis - SC;R$ 4.000 /mês
24;Sala/Conjunto para Venda/Aluguel 42m²;28 m²;-- Quarto;1 Banheiro;1 Vaga;Saco Grande, Florianópolis - SC;"R$ 2.600 /mês
R$ 430.000"
25;Ponto comercial/Loja/Box para Aluguel, 92m²;28;-- Quarto;1 Banheiro;-- Vaga;Rua Doutor Heitor Blum, 141 - Estreito, Florianópolis - SC;R$ 1.900 /mês
26;Ponto comercial/Loja/Box para Aluguel, 54m²;43 m²;-- Quarto;-- Banheiro;-- Vaga;Coqueiros, Florianópolis - SC;R$ 2.500 /mês
27;Apartamento com Quarto para Aluguel, 33m²;43;1 Quarto;1 Banheiro;1 Vaga;Rua Ângelo La Porta, 46 - Centro, Florianópolis - SC;R$ 1.300 /mês
28;Casa com 5 Quartos para Aluguel, 380m²;117 m²;5 Quartos;5 Banheiros;2 Vagas;Rua das Guaracemas - Jurerê Internacional, Florianópolis - SC;R$ 3.300 /dia
29;Ponto comercial/Loja/Box para Aluguel, 25m²;117;-- Quarto;-- Banheiro;-- Vaga;Rua Felipe Schmidt - Centro, Florianópolis - SC;R$ 2.000 /mês
30;Apartamento com 3 Quartos para Aluguel, 109m²;35 m²;3 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.700 /mês
31;Apartamento com Quarto para Aluguel, 48m²;35;1 Quarto;1 Banheiro;1 Vaga;Rio Tavares, Florianópolis - SC;R$ 1.500 /mês
32;Cobertura com 2 Quartos para Venda/Aluguel 436m²;73 m²;2 Quartos;6 Banheiros;2 Vagas;Centro, Florianópolis - SC;"R$ 13.900 /mês
R$ 5.990.000"
33;Sala/Conjunto para Aluguel, 70m²;73;-- Quarto;1 Banheiro;-- Vaga;Rua Fúlvio Aducci - Estreito, Florianópolis - SC;R$ 1.780 /mês
34;Ponto comercial/Loja/Box para Aluguel, 31m²;93 m²;-- Quarto;-- Banheiro;-- Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.450 /mês
35;Ponto comercial/Loja/Box para Aluguel, 63m²;93;-- Quarto;-- Banheiro;-- Vaga;Rua Henrique Valgas, s/n - Centro, Florianópolis - SC;R$ 7.640 /mês
0;Sala/Conjunto para Aluguel, 24m²;24 m²;-- Quarto;1 Banheiro;-- Vaga;Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC;R$ 650 /mês
1;Sala/Conjunto para Aluguel, 540m²;24;-- Quarto;8 Banheiros;8 Vagas;Rodovia José Carlos Daux, 5500 - Saco Grande, Florianópolis - SC;R$ 21.600 /mês
2;Casa com 5 Quartos para Aluguel, 360m²;540 m²;5 Quartos;4 Banheiros;2 Vagas;Itaguaçu, Florianópolis - SC;R$ 20.000 /mês
3;Casa com 4 Quartos para Aluguel, 200m²;540;4 Quartos;4 Banheiros;6 Vagas;Rua Olavo Juvenal Ramos, 851 - Campeche, Florianópolis - SC;R$ 10.000 /mês
4;Apartamento com 2 Quartos para Aluguel, 99m²;360 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Olavo Bilac, 116 - Estreito, Florianópolis - SC;R$ 3.000 /mês
5;Apartamento com 2 Quartos para Aluguel, 56m²;360;2 Quartos;2 Banheiros;1 Vaga;Campeche, Florianópolis - SC;R$ 2.200 /mês
6;Imóvel comercial com 5 Quartos para Aluguel, 350m²;200 m²;5 Quartos;3 Banheiros;-- Vaga;Rua Manoel Severino de Oliveira - Lagoa da Conceição, Florianópolis - SC;R$ 12.000 /mês
7;Apartamento com 3 Quartos para Venda/Aluguel 103m²;200;3 Quartos;3 Banheiros;3 Vagas;Rua Antônio Gomes - Estreito, Florianópolis - SC;"R$ 8.000 /mês
R$ 1.590.000"
8;Ponto comercial/Loja/Box para Aluguel, 114m²;99 m²;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 16.000 /mês
9;Sala/Conjunto para Aluguel, 381m²;99;-- Quarto;4 Banheiros;10 Vagas;Itacorubi, Florianópolis - SC;R$ 19.000 /mês
10;Ponto comercial/Loja/Box para Aluguel, 85m²;56 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Souza Dutra, 508 - Estreito, Florianópolis - SC;R$ 3.300 /mês
11;Apartamento com 2 Quartos para Aluguel, 78m²;56;2 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 400 /dia
12;Sala/Conjunto para Aluguel, 29m²;350 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Coronel Pedro Demoro, 1793 - Estreito, Florianópolis - SC;R$ 400 /mês
13;Cobertura com 3 Quartos para Aluguel, 136m²;350;3 Quartos;2 Banheiros;2 Vagas;Campeche, Florianópolis - SC;R$ 8.000 /mês
14;Sala/Conjunto para Aluguel, 60m²;103 m²;-- Quarto;2 Banheiros;2 Vagas;Rua Cônego Bernardo - Trindade, Florianópolis - SC;R$ 1.700 /mês
15;Sala/Conjunto para Aluguel, 56m²;103;-- Quarto;2 Banheiros;-- Vaga;Rua Conselheiro Mafra, 758 - Centro, Florianópolis - SC;R$ 1.300 /mês
16;Apartamento com 4 Quartos para Aluguel, 264m²;114 m²;4 Quartos;5 Banheiros;2 Vagas;Centro, Florianópolis - SC;R$ 5.500 /mês
17;Sala/Conjunto para Aluguel, 47m²;114;-- Quarto;1 Banheiro;1 Vaga;Rua Idalina Pereira dos Santos - Agronômica, Florianópolis - SC;R$ 2.250 /mês
18;Casa com 4 Quartos à Venda/Aluguel 437m²;381 m²;4 Quartos;5 Banheiros;6 Vagas;Rua dos Robaletes - Jurerê, Florianópolis - SC;"R$ 4.000 /dia
R$ 4.700.000"
19;Cobertura com 4 Quartos para Venda/Aluguel 321m²;381;4 Quartos;6 Banheiros;3 Vagas;Rodovia Tertuliano Brito Xavier, 600 - Canasvieiras, Florianópolis - SC;"R$ 25.000 /mês
R$ 4.950.000"
20;Casa com 4 Quartos para Aluguel, 281m²;85 m²;4 Quartos;2 Banheiros;2 Vagas;Joao Paulo, Florianópolis - SC;R$ 15.000 /mês
21;Sala/Conjunto para Venda/Aluguel 244m²;85;-- Quarto;3 Banheiros;-- Vaga;Rua Jerônimo Coelho, 280 - Centro, Florianópolis - SC;"R$ 7.000 /mês
R$ 2.200.000"
22;Apartamento com 3 Quartos para Aluguel, 130m²;78 m²;3 Quartos;4 Banheiros;-- Vaga;Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.500 /dia
23;Ponto comercial/Loja/Box para Aluguel, 94m²;78;-- Quarto;-- Banheiro;-- Vaga;Rua Henrique Valgas, s/n - Centro, Florianópolis - SC;R$ 7.575 /mês
24;Imóvel comercial para Aluguel, 92m²;29 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Felipe Schmidt, 249 - Centro, Florianópolis - SC;R$ 2.000 /mês
25;Apartamento com 2 Quartos para Aluguel, 80m²;29;2 Quartos;1 Banheiro;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 850 /dia
26;Sala/Conjunto para Aluguel, 192m²;136 m²;-- Quarto;4 Banheiros;-- Vaga;Rua Vítor Konder, 223 - Centro, Florianópolis - SC;R$ 8.640 /mês
27;Casa de condomínio com 2 Quartos para Aluguel, 70m²;136;2 Quartos;1 Banheiro;2 Vagas;Avenida Luiz Boiteux Piazza, 3772 - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 500 /dia
28;Kitnet/Conjugado com Quarto para Aluguel, 30m²;60 m²;1 Quarto;1 Banheiro;-- Vaga;Ribeirão da Ilha, Florianópolis - SC;R$ 700 /mês
29;Apartamento com 3 Quartos para Aluguel, 100m²;60;3 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 3.300 /mês
30;Sala/Conjunto para Aluguel, 35m²;56 m²;-- Quarto;-- Banheiro;-- Vaga;Rua Felipe Schmidt - Centro, Florianópolis - SC;R$ 490 /mês
31;Casa de condomínio com 4 Quartos para Venda/Aluguel 500m²;56;4 Quartos;6 Banheiros;2 Vagas;Rodovia Jornalista Maurício Sirotsky Sobrinho, 5057 - Jurerê, Florianópolis - SC;"R$ 5.500 /dia
R$ 4.500.000"
32;Apartamento com 2 Quartos para Aluguel, 65m²;264 m²;2 Quartos;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 1.600 /mês
33;Casa com 2 Quartos para Aluguel, 48m²;264;2 Quartos;1 Banheiro;-- Vaga;Rua José Boiteux - Centro, Florianópolis - SC;R$ 1.600 /mês
34;Sala/Conjunto para Aluguel, 39m²;47 m²;-- Quarto;1 Banheiro;1 Vaga;Avenida Almirante Tamandaré, 94 - Coqueiros, Florianópolis - SC;R$ 1.600 /mês
